City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
196,Lompoc,34.6391,-120.4579,71.19,36,0,0.0,US,2022-02-05 19:35:14
197,Sao Filipe,14.8961,-24.4956,74.1,67,0,10.33,CV,2022-02-05 19:35:14
198,Salinopolis,-0.6136,-47.3561,79.03,84,100,11.65,BR,2022-02-05 19:35:15
199,Necochea,-38.5473,-58.7368,64.04,71,100,21.65,AR,2022-02-05 19:35:15
200,Tripoli,32.8752,13.1875,61.34,48,62,3.04,LY,2022-02-05 19:35:37
201,Brokopondo,4.75,-55.1667,80.37,81,30,8.32,SR,2022-02-05 19:35:37
202,Souris,49.6172,-100.2612,8.74,89,99,3.78,CA,2022-02-05 19:35:37
203,Adrar,20.5022,-10.0711,71.1,7,0,9.08,MR,2022-02-05 19:35:38
204,Letlhakane,-21.4167,25.5833,76.6,51,89,13.02,BW,2022-02-05 19:35:38
205,Kodiak,57.79,-152.4072,33.31,86,100,0.0,US,2022-02-05 19:35:30
206,Mahebourg,-20.4081,57.7,80.26,89,75,21.85,MU,2022-02-05 19:35:38
207,Nanortalik,60.1432,-45.2371,10.83,61,52,18.21,GL,2022-02-05 19:35:39
208,Nemuro,43.3236,145.575,23.18,73,99,17.72,JP,2022-02-05 19:35:39
209,Saint-Leu,-21.15,55.2833,81.46,84,100,7.85,RE,2022-02-05 19:35:39
210,Kijini,-5.85,39.3167,78.53,78,100,9.93,TZ,2022-02-05 19:35:40
211,Kayerkan,69.3497,87.7602,-17.59,100,97,1.41,RU,2022-02-05 19:35:40
212,Puerto Escondido,15.85,-97.0667,84.07,52,0,9.01,MX,2022-02-05 19:35:40
213,Tomatlan,19.9333,-105.25,86.92,33,9,9.19,MX,2022-02-05 19:27:02
214,Tilichiki,60.4667,166.1,-4.67,83,21,7.74,RU,2022-02-05 19:35:41
215,Nerja,36.7585,-3.8873,61.81,85,99,2.01,ES,2022-02-05 19:35:41
216,Caravelas,-17.7125,-39.2481,77.47,80,100,9.19,BR,2022-02-05 19:35:42
217,Riberalta,-10.9833,-66.1,89.8,58,75,9.22,BO,2022-02-05 19:35:42
218,Mahanje,-9.9333,35.3333,66.13,91,99,2.77,TZ,2022-02-05 19:35:42
219,Vallenar,-28.5708,-70.7581,87.13,25,0,12.24,CL,2022-02-05 19:35:43
220,Matara,5.9485,80.5353,72.99,90,9,6.87,LK,2022-02-05 19:30:48
221,Chihuahua,28.5,-106.0,45.43,21,0,8.5,MX,2022-02-05 19:34:29
222,Teluk Nibung,3.001,99.8164,75.58,91,100,4.43,ID,2022-02-05 19:36:43
223,Dromolaxia,34.8761,33.586,56.98,81,0,4.61,CY,2022-02-05 19:36:44
224,Gari,59.4307,62.3497,17.47,98,100,5.32,RU,2022-02-05 19:36:44
225,Pundaguitan,6.3711,126.1689,80.11,78,74,20.38,PH,2022-02-05 19:36:44
226,Touba,8.2833,-7.6833,80.29,15,10,3.13,CI,2022-02-05 19:36:45
227,San Jose,37.3394,-121.895,64.26,55,100,0.0,US,2022-02-05 19:32:28
228,Beloha,-25.1667,45.05,75.42,83,100,19.84,MG,2022-02-05 19:36:45
229,Bambous Virieux,-20.3428,57.7575,80.22,89,75,21.85,MU,2022-02-05 19:36:45
230,Aqtobe,50.2797,57.2072,21.29,79,75,8.95,KZ,2022-02-05 19:36:46
231,Lazaro Cardenas,17.9583,-102.2,82.81,53,0,9.73,MX,2022-02-05 19:36:46
232,Hofn,64.2539,-15.2082,27.32,57,100,10.78,IS,2022-02-05 19:36:46
233,Mansa,29.9833,75.3833,47.46,88,17,4.99,IN,2022-02-05 19:36:47
234,Hovd,48.0056,91.6419,-13.09,81,17,3.02,MN,2022-02-05 19:36:47
235,Vardo,70.3705,31.1107,26.74,79,100,27.96,NO,2022-02-05 19:36:47
236,Beihai,21.4833,109.1,62.11,82,100,12.73,CN,2022-02-05 19:36:48
237,Longyearbyen,78.2186,15.6401,10.24,56,20,21.85,SJ,2022-02-05 19:36:48
238,Boyolangu,-8.1181,111.8935,74.8,86,38,1.43,ID,2022-02-05 19:36:48
239,Staryy Nadym,65.6118,72.6842,-18.15,100,100,1.07,RU,2022-02-05 19:36:49
240,Saint-Augustin,51.226,-58.6502,4.78,94,100,17.16,CA,2022-02-05 19:36:49
241,Warangal,18.0,79.5833,64.67,31,13,6.17,IN,2022-02-05 19:36:49
242,Moerai,-22.4333,-151.3333,79.66,75,100,14.72,PF,2022-02-05 19:36:50
243,Banda Aceh,5.5577,95.3222,78.69,78,96,4.29,ID,2022-02-05 19:35:39
244,Ketchikan,55.3422,-131.6461,44.58,87,100,13.8,US,2022-02-05 19:35:20
245,Sungairaya,0.7,108.9,76.77,92,96,6.87,ID,2022-02-05 19:36:50
246,Zhigansk,66.7697,123.3711,-28.44,99,100,5.86,RU,2022-02-05 19:36:51
247,Severo-Kurilsk,50.6789,156.125,28.09,92,100,4.45,RU,2022-02-05 19:36:51
248,Shenandoah,30.4013,-91.0009,51.94,43,0,1.99,US,2022-02-05 19:35:03
249,Hamilton,39.1834,-84.5333,27.05,71,0,1.01,US,2022-02-05 19:33:18
250,Rawah,34.4816,41.9093,50.9,45,6,6.55,IQ,2022-02-05 19:36:52
251,Griffith,41.5284,-87.4237,22.03,63,0,4.0,US,2022-02-05 19:33:28
252,Campbellton,48.0075,-66.6727,12.65,82,100,11.14,CA,2022-02-05 19:36:52
253,Moranbah,-22.0016,148.0466,68.29,76,3,13.44,AU,2022-02-05 19:36:52
254,Leningradskiy,69.3833,178.4167,-22.18,96,8,4.16,RU,2022-02-05 19:36:53
255,Tortoli,39.9256,9.6572,53.42,87,0,2.3,IT,2022-02-05 19:36:53
256,Tahoua,14.8888,5.2692,67.82,13,0,11.7,NE,2022-02-05 19:36:53
257,Chokurdakh,70.6333,147.9167,-30.41,100,100,1.99,RU,2022-02-05 19:36:54
258,La Palma,33.8464,-118.0467,75.16,17,20,1.01,US,2022-02-05 19:36:54
259,Raychikhinsk,49.7838,129.4121,-21.26,100,98,4.07,RU,2022-02-05 19:36:54
260,Kiama,-34.6833,150.8667,69.58,79,96,1.99,AU,2022-02-05 19:36:55
261,Riyadh,24.6877,46.7219,55.54,31,0,10.33,SA,2022-02-05 19:33:03
262,Tura,25.5198,90.2201,49.39,92,0,1.92,IN,2022-02-05 19:36:55
263,Talara,-4.5772,-81.2719,84.96,51,0,18.41,PE,2022-02-05 19:32:25
264,Katsuura,35.1333,140.3,37.42,55,10,11.86,JP,2022-02-05 19:36:56
265,Kununurra,-15.7667,128.7333,78.78,94,100,0.0,AU,2022-02-05 19:36:56
266,Avarua,-21.2078,-159.775,80.65,78,100,14.97,CK,2022-02-05 19:33:09
267,Okhotsk,59.3833,143.3,-9.69,70,0,11.65,RU,2022-02-05 19:36:56
268,Susangerd,31.5608,48.1831,57.22,45,1,6.87,IR,2022-02-05 19:37:57
269,Sur,22.5667,59.5289,72.03,54,0,7.02,OM,2022-02-05 19:37:57
270,Amberley,39.2048,-84.428,26.38,69,0,1.99,US,2022-02-05 19:37:57
271,Vila Franca Do Campo,37.7167,-25.4333,62.2,76,78,11.61,PT,2022-02-05 19:37:58
272,Male,4.1748,73.5089,82.35,78,75,4.61,MV,2022-02-05 19:37:58
273,Cordele,31.9635,-83.7824,54.1,34,0,9.22,US,2022-02-05 19:33:39
274,Beitbridge,-22.2167,30.0,76.41,60,5,21.68,ZW,2022-02-05 19:37:58
275,Naze,28.3667,129.4833,50.72,70,100,17.65,JP,2022-02-05 19:37:59
276,Polysayevo,54.6012,86.2459,3.69,96,100,3.09,RU,2022-02-05 19:37:59
277,Komsomolskiy,40.4272,71.7189,42.22,51,100,6.91,UZ,2022-02-05 19:38:00
278,Puerto Cabezas,14.0351,-83.3888,85.96,74,40,11.5,NI,2022-02-05 19:38:00
279,Parabel,58.6978,81.4825,18.66,93,100,5.5,RU,2022-02-05 19:38:00
280,Burayevo,55.8407,55.4083,18.34,92,100,2.24,RU,2022-02-05 19:38:01
281,Ponta Delgada,37.7333,-25.6667,62.51,82,20,13.8,PT,2022-02-05 19:38:01
282,Portree,57.4129,-6.1942,42.85,90,99,23.13,GB,2022-02-05 19:38:01
283,San-Pedro,4.7485,-6.6363,80.42,82,9,8.32,CI,2022-02-05 19:38:02
284,Mount Pleasant,32.7941,-79.8626,55.99,40,0,7.0,US,2022-02-05 19:38:02
285,Assiniboia,49.6334,-105.9845,31.82,74,100,23.02,CA,2022-02-05 19:34:31
286,Alugan,12.2188,125.4808,79.05,75,98,15.57,PH,2022-02-05 19:38:02
287,Saint-Philippe,-21.3585,55.7679,81.99,86,100,20.85,RE,2022-02-05 19:38:03
288,Galle,6.0367,80.217,76.59,80,53,1.63,LK,2022-02-05 19:38:03
289,Paciran,-6.8767,112.3761,78.03,86,97,11.21,ID,2022-02-05 19:38:03
290,Jeremie,18.65,-74.1167,79.97,48,5,7.54,HT,2022-02-05 19:38:04
291,Thompson,55.7435,-97.8558,-12.84,70,75,2.3,CA,2022-02-05 19:38:04
292,Fort Nelson,58.8053,-122.7002,-2.61,71,75,4.61,CA,2022-02-05 19:38:04
293,New Amsterdam,6.25,-57.5167,80.01,76,99,7.02,GY,2022-02-05 19:38:05
294,Prieska,-29.6641,22.7474,82.18,27,9,6.08,ZA,2022-02-05 19:38:05
295,Kaitangata,-46.2817,169.8464,48.83,82,90,5.5,NZ,2022-02-05 19:36:35
296,Mao,39.8885,4.2658,50.56,87,20,5.75,ES,2022-02-05 19:38:06
297,Port Macquarie,-31.4333,152.9167,62.56,74,93,14.32,AU,2022-02-05 19:38:06
298,Camacha,33.0833,-16.3333,63.54,82,20,19.57,PT,2022-02-05 19:38:06
299,Boa Vista,2.8197,-60.6733,89.58,48,40,12.66,BR,2022-02-05 19:38:06
300,Honiara,-9.4333,159.95,79.86,86,78,1.7,SB,2022-02-05 19:38:07
301,Yerofey Pavlovich,53.9667,121.9667,-7.83,95,98,3.78,RU,2022-02-05 19:38:07
302,Aitape,-3.1374,142.3475,77.85,88,84,5.97,PG,2022-02-05 19:38:08
303,Sorland,67.667,12.6934,39.36,74,100,28.92,NO,2022-02-05 19:38:08
304,La Ronge,55.1001,-105.2842,-9.15,64,40,6.91,CA,2022-02-05 19:38:08
305,Flinders,-34.5833,150.8552,69.39,83,91,5.99,AU,2022-02-05 19:38:09
306,Kovdor,67.5662,30.4758,17.94,88,100,8.99,RU,2022-02-05 19:38:09
307,Kyra,49.5776,111.9753,-3.68,95,30,4.36,RU,2022-02-05 19:38:09
308,Port Hedland,-20.3167,118.5667,84.25,84,75,4.61,AU,2022-02-05 19:38:10
309,Yarada,17.65,83.2667,70.12,83,20,2.3,IN,2022-02-05 19:38:10
310,Kalabo,-14.97,22.6814,68.2,94,99,3.98,ZM,2022-02-05 19:34:13
311,Morondava,-20.2833,44.2833,79.48,81,100,13.2,MG,2022-02-05 19:38:11
312,Chinhoyi,-17.3667,30.2,65.61,93,100,7.9,ZW,2022-02-05 19:38:11
313,Kihei,20.785,-156.4656,78.96,75,20,6.91,US,2022-02-05 19:38:11
314,Tecoanapa,16.5167,-98.75,83.32,50,1,9.13,MX,2022-02-05 19:38:12
315,Nelson Bay,-32.7167,152.15,71.01,68,92,4.0,AU,2022-02-05 19:35:04
316,Cherskiy,68.75,161.3,-32.82,96,12,1.23,RU,2022-02-05 19:39:12
317,Puntarenas,9.9763,-84.8384,93.13,33,4,3.22,CR,2022-02-05 19:39:12
318,Voi,-3.3945,38.563,76.35,76,100,1.74,KE,2022-02-05 19:39:13
319,Olafsvik,64.8945,-23.7142,30.07,80,100,23.78,IS,2022-02-05 19:39:13
320,Metkovic,43.0542,17.6483,43.27,85,23,4.21,HR,2022-02-05 19:39:14
321,Erenhot,43.6475,111.9767,3.22,89,5,7.85,CN,2022-02-05 19:39:14
322,Omboue,-1.5746,9.2618,77.32,86,29,7.05,GA,2022-02-05 19:39:14
323,Wanning,18.8003,110.3967,65.1,85,84,8.55,CN,2022-02-05 19:39:15
324,Canutama,-6.5339,-64.3831,83.1,67,99,4.34,BR,2022-02-05 19:39:15
325,San Nicolas,18.1725,120.5953,73.04,79,67,10.67,PH,2022-02-05 19:39:15
326,Sioux Lookout,50.1001,-91.917,7.18,72,100,10.36,CA,2022-02-05 19:39:16
327,Sangmelima,2.9333,11.9833,71.92,29,25,1.41,CM,2022-02-05 19:39:16
328,Mmathubudukwane,-24.6,26.4333,72.46,66,11,4.05,BW,2022-02-05 19:39:16
329,Takayama,36.1333,137.25,24.96,97,100,1.88,JP,2022-02-05 19:39:17
330,Dabat,12.9842,37.765,52.79,70,14,5.23,ET,2022-02-05 19:39:17
331,Narsaq,60.9167,-46.05,3.42,74,3,6.67,GL,2022-02-05 19:39:17
332,Funadhoo,6.15,73.2667,80.35,71,8,8.28,MV,2022-02-05 19:39:18
333,Sekondi,4.937,-1.7128,80.6,83,16,9.19,GH,2022-02-05 19:39:18
334,Hambantota,6.1241,81.1185,73.78,85,42,13.04,LK,2022-02-05 19:39:18
335,Dutse,11.7594,9.3392,67.5,20,0,9.26,NG,2022-02-05 19:39:19
336,Los Llanos De Aridane,28.6585,-17.9182,64.15,87,0,12.66,ES,2022-02-05 19:39:19
337,Santarem,-2.4431,-54.7083,80.73,89,75,10.36,BR,2022-02-05 19:38:37
338,Hisor,38.525,68.5512,49.75,83,100,6.13,TJ,2022-02-05 19:39:20
339,Kavaratti,10.5669,72.642,78.48,62,20,9.17,IN,2022-02-05 19:39:20
340,Vila Velha,-20.3297,-40.2925,82.35,83,40,11.99,BR,2022-02-05 19:39:20
341,Srednekolymsk,67.45,153.6833,-39.78,99,38,3.67,RU,2022-02-05 19:39:21
342,Kieta,-6.2167,155.6333,80.02,83,83,6.67,PG,2022-02-05 19:39:03
343,Arraial Do Cabo,-22.9661,-42.0278,85.96,70,0,12.66,BR,2022-02-05 19:39:13
344,Tara,56.8944,74.371,13.59,86,100,7.07,RU,2022-02-05 19:39:21
345,Road Town,18.4167,-64.6167,73.49,100,97,11.5,VG,2022-02-05 19:38:37
346,Boende,-0.2167,20.8667,78.28,56,31,2.26,CD,2022-02-05 19:39:22
347,Mayumba,-3.432,10.6554,76.98,87,7,4.07,GA,2022-02-05 19:39:22
348,Sept-Iles,50.2001,-66.3821,13.05,46,40,1.01,CA,2022-02-05 19:39:22
349,Ambulu,-8.345,113.6058,75.81,89,90,2.06,ID,2022-02-05 19:35:29
350,Sydney,-33.8679,151.2073,70.72,67,20,5.99,AU,2022-02-05 19:37:10
351,Te Anau,-45.4167,167.7167,47.88,76,14,2.26,NZ,2022-02-05 19:39:23
352,Pitsunda,43.1592,40.3378,33.98,70,95,5.08,GE,2022-02-05 19:39:23
353,Zima,53.9202,102.0442,18.39,92,100,4.25,RU,2022-02-05 19:39:23
354,Porto Novo,6.4965,2.6036,82.22,82,0,6.8,BJ,2022-02-05 19:39:24
355,Mersing,2.4312,103.8405,80.51,83,100,13.8,MY,2022-02-05 19:39:24
356,Hasaki,35.7333,140.8333,25.2,37,5,8.19,JP,2022-02-05 19:39:24
357,Romny,50.751,33.4747,27.63,97,100,12.91,UA,2022-02-05 19:39:25
358,La Seyne-Sur-Mer,43.0982,5.8847,49.86,73,26,6.93,FR,2022-02-05 19:39:25
359,Ostrovnoy,68.0531,39.5131,16.38,82,100,31.56,RU,2022-02-05 19:39:25
360,Casas Grandes,30.3667,-107.95,46.13,21,0,3.96,MX,2022-02-05 19:39:26
361,Laguna,38.421,-121.4238,65.35,57,0,1.01,US,2022-02-05 19:39:26
362,Aasiaat,68.7098,-52.8699,-6.77,84,99,7.14,GL,2022-02-05 19:39:26
363,Chunoyar,57.4467,97.3217,20.23,93,100,9.66,RU,2022-02-05 19:40:27
364,Coihaique,-45.5752,-72.0662,70.41,46,75,8.05,CL,2022-02-05 19:36:00
365,Khatanga,71.9667,102.5,-31.04,99,99,2.86,RU,2022-02-05 19:40:27
366,Claresholm,50.0333,-113.5852,46.31,31,87,23.02,CA,2022-02-05 19:40:27
367,Ahipara,-35.1667,173.1667,71.82,97,98,5.35,NZ,2022-02-05 19:40:28
368,Muswellbrook,-32.2667,150.9,56.25,96,30,4.45,AU,2022-02-05 19:40:28
369,Gurlan,41.8447,60.3919,42.87,91,100,12.73,UZ,2022-02-05 19:40:29
370,Krasnogorsk,55.8225,37.3181,14.25,85,0,6.71,RU,2022-02-05 19:40:29
371,Gayny,60.3071,54.3241,9.9,98,91,4.74,RU,2022-02-05 19:40:29
372,Slave Lake,55.2834,-114.769,17.58,86,100,8.05,CA,2022-02-05 19:37:47
373,Sidi Ali,36.0998,0.4206,52.99,77,100,3.83,DZ,2022-02-05 19:40:30
374,Darhan,49.4867,105.9228,-2.74,92,100,6.17,MN,2022-02-05 19:40:30
375,Iqaluit,63.7506,-68.5145,-25.87,62,75,0.0,CA,2022-02-05 19:39:16
376,Cabatuan,10.8794,122.486,74.01,85,98,13.85,PH,2022-02-05 19:40:31
377,East London,-33.0153,27.9116,69.73,86,100,17.87,ZA,2022-02-05 19:36:55
378,Chumikan,54.7183,135.315,-1.91,78,100,12.55,RU,2022-02-05 19:40:31
379,Shubarkuduk,49.1447,56.4872,25.75,96,100,5.01,KZ,2022-02-05 19:40:31
380,Indramayu,-6.3264,108.32,78.01,86,100,10.89,ID,2022-02-05 19:40:32
381,Yumen,40.2833,97.2,15.44,38,100,13.27,CN,2022-02-05 19:40:32
382,Nautla,20.2167,-96.7833,56.07,51,99,13.42,MX,2022-02-05 19:40:33
383,Ambilobe,-13.2,49.05,73.63,94,98,4.76,MG,2022-02-05 19:39:13
384,Giporlos,11.12,125.4494,78.06,80,58,14.58,PH,2022-02-05 19:40:33
385,Richards Bay,-28.783,32.0377,72.79,83,100,9.37,ZA,2022-02-05 19:40:34
386,Pinega,64.7001,43.3936,6.48,91,100,9.57,RU,2022-02-05 19:40:34
387,Batagay-Alyta,67.8006,130.4114,-25.69,99,95,3.38,RU,2022-02-05 19:40:34
388,Tukrah,32.5341,20.5791,54.63,75,3,14.9,LY,2022-02-05 19:40:35
389,Geraldton,-28.7667,114.6,73.81,94,100,5.75,AU,2022-02-05 19:40:35
390,Kirakira,-10.4544,161.9205,81.84,83,97,4.81,SB,2022-02-05 19:40:35
